"","DOI","Year","Author","references"
"63","Bowler, J.M. and T. Hamada, 1971.Late Quaternary stratigraphy and radiocarbonchronology of water level fluctuations in LakeKeilambete, Victoria. Nature 232 : 331-334.","1970","Bowler","Bowler, J.M. and T. Hamada, 1971.Late Quaternary stratigraphy and radiocarbonchronology of water level fluctuations in LakeKeilambete, Victoria. Nature 232 : 331-334."
"64","Bowler, J.M. and J.T. Teller, 1986. Quaternary evaporites and hydrological changes,Lake Tyrrell, north-west Victoria. AustralianJournal of Earth Sciences 33 : 43-63.","1986","Bowler","Bowler, J.M. and J.T. Teller, 1986. Quaternary evaporites and hydrological changes,Lake Tyrrell, north-west Victoria. AustralianJournal of Earth Sciences 33 : 43-63."
"65","Bozilova, E. and Tonkov, S., 1985. Vegetation development in the mountainous areas of southwestern Bulgaria. I. Palynological investigations and reconstruction of past vegetation. Ecologia mediterranea, 11(1), pp.33-37.","1985","Bozilova","Bozilova, E. and Tonkov, S., 1985. Vegetation development in the mountainous areas of southwestern Bulgaria. I. Palynological investigations and reconstruction of past vegetation. Ecologia mediterranea, 11(1), pp.33-37."
"66","Bozilova, E. and Beug, H.J., 1994. Studies on the vegetation history of Lake Varna region, northern Black Sea coastal area of Bulgaria. Vegetation History and Archaeobotany, 3(3), pp.143-154.","2016","Bozilova","Bozilova, E. and Beug, H.J., 1994. Studies on the vegetation history of Lake Varna region, northern Black Sea coastal area of Bulgaria. Vegetation History and Archaeobotany, 3(3), pp.143-154."
"67","Bradbury, J.P., 1971. Paleolimnology of Lake Texcoco, Mexico. Evidencefrom diatoms. Limnology and Oceanography 16 : 180- 200.","1976","Bradbury","Bradbury, J.P., 1971. Paleolimnology of Lake Texcoco, Mexico. Evidencefrom diatoms. Limnology and Oceanography 16 : 180- 200."
"68","Bradbury, J.P., 1987. Late Holocene diatom paleolimnology of WalkerLake, Nevada. Archiv fur HydrobiologieSupplementband 79 : 1-27.","1985","Bradbury","Bradbury, J.P., 1987. Late Holocene diatom paleolimnology of WalkerLake, Nevada. Archiv fur HydrobiologieSupplementband 79 : 1-27."
"69","Bradbury, J.P., 1986b. Late Pleistocene and Holocene paleolimnology oftwo mountain lakes in western Tasmania. Palaios 1 : 381-388.","1986b","Bradbury","Bradbury, J.P., 1986b. Late Pleistocene and Holocene paleolimnology oftwo mountain lakes in western Tasmania. Palaios 1 : 381-388."
"70","10.1006/qres.2000.2124","2000","Brent B. Wolfe and Thomas W. D. Edwards and Ramon Aravena and Steven L. Forman and Barry G. Warner and Andrei A. Velichko and Glen M. MacDonald","Wolfe, B. B., Edwards, T. W. D., Aravena, R., Forman, S. L., Warner, B. G., Velichko, A. A., & MacDonald, G. M. (2000). Holocene Paleohydrology and Paleoclimate at Treeline, North-Central Russia, Inferred from Oxygen Isotope Records in Lake Sediment Cellulose. Quaternary Research, 53(3), 319–329. https://doi.org/10.1006/qres.2000.2124"
"71","10.1007/BF00196779","1996","BrentB. Wolfe and ThomasW.D. Edwards and Ramon Aravena and GlenM. MacDonald","Wolfe, BrentB., Edwards, ThomasW. D., Aravena, R., & MacDonald, GlenM. (1996). Rapid Holocene hydrologic change along boreal treeline revealed by ?13C and ?18O in organic lake sediments, Northwest Territories, Canada. Journal of Paleolimnology, 15(2). https://doi.org/10.1007/bf00196779"
"72","10.1073/pnas.252603099","2002","Brian F. Cumming and Kathleen R. Laird and Joseph R. Bennett and John P. Smol and Anne K. Salomon","Cumming, B. F., Laird, K. R., Bennett, J. R., Smol, J. P., & Salomon, A. K. (2002). Persistent millennial-scale shifts in moisture regimes in western Canada during the past six millennia. Proceedings of the National Academy of Sciences, 99(25), 16117–16121. https://doi.org/10.1073/pnas.252603099"
"73","10.1016/j.quascirev.2015.05.023","2015","Brian M. Chase and Arnoud Boom and Andrew S. Carr and Matthieu Carr{\'{e}} and Manuel Chevalier and Michael E. Meadows and Joel B. Pedro and J.Curt Stager and Paula J. Reimer","Chase, B. M., Boom, A., Carr, A. S., Carré, M., Chevalier, M., Meadows, M. E., et al. (2015). Evolving southwest African response to abrupt deglacial North Atlantic climate change events. Quaternary Science Reviews, 121, 132–136. https://doi.org/10.1016/j.quascirev.2015.05.023"
"74","10.1016/j.quascirev.2019.02.019","2019","Brittany Marie Ward and Corinne I. Wong and Valdir F. Novello and David McGee and Roberto V. Santos and Lucas C.R. Silva and Francisco W. Cruz and Xianfeng Wang and R. Lawrence Edwards and Hai Cheng","Ward, B. M., Wong, C. I., Novello, V. F., McGee, D., Santos, R. V., Silva, L. C. R., et al. (2019). Reconstruction of Holocene coupling between the South American Monsoon System and local moisture variability from speleothem δ18O and 87Sr/86Sr records. Quaternary Science Reviews, 210, 51–63. https://doi.org/10.1016/j.quascirev.2019.02.019"
"75","10.1177/0959683617721324","2017","Broxton W Bird and Owen Rudloff and Jaime Escobar and William P Gilhooly and Alex Correa-Metrio and Maria V{\'{e}}lez and Pratigya J Polissar","Bird, B. W., Rudloff, O., Escobar, J., Gilhooly, W. P., Correa-Metrio, A., Vélez, M., & Polissar, P. J. (2017). Paleoclimate support for a persistent dry island effect in the Colombian Andes during the last 4700 years. The Holocene, 28(2), 217–228. https://doi.org/10.1177/0959683617721324"
"76","10.1016/j.epsl.2011.08.040","2011","Broxton W. Bird and Mark B. Abbott and Donald T. Rodbell and Mathias Vuille","Bird, B. W., Abbott, M. B., Rodbell, D. T., & Vuille, M. (2011). Holocene tropical South American hydroclimate revealed from a decadally resolved lake sediment δ18O record. Earth and Planetary Science Letters, 310(3–4), 192–202. https://doi.org/10.1016/j.epsl.2011.08.040"
"77","10.1016/j.epsl.2014.05.017","2014","Broxton W. Bird and Pratigya J. Polisar and Yanbin Lei and Lonnie G. Thompson and Tandong Yao and Bruce P. Finney and Daniel J. Bain and David P. Pompeani and Byron A. Steinman","Bird, B. W., Polisar, P. J., Lei, Y., Thompson, L. G., Yao, T., Finney, B. P., et al. (2014). A Tibetan lake sediment record of Holocene Indian summer monsoon variability. Earth and Planetary Science Letters, 399, 92–102. https://doi.org/10.1016/j.epsl.2014.05.017"
"78","10.2179/09-034.1","2011","Bruce M. Albert","Albert, B. M. (2011). Acidification and Pine Expansion in East Texas According to Pollen Evidence from Dual Cores in Alluvium. Castanea, 76(2), 164–177. https://doi.org/10.2179/09-034.1"
"79","10.1007/s10933-012-9617-2","2012","Bruce P. Finney and Nancy H. Bigelow and Valerie A. Barber and Mary E. Edwards","Finney, B. P., Bigelow, N. H., Barber, V. A., & Edwards, M. E. (2012). Holocene climate change and carbon cycling in a groundwater-fed, boreal forest lake: Dune Lake, Alaska. Journal of Paleolimnology, 48(1), 43–54. https://doi.org/10.1007/s10933-012-9617-2"
"80","10.1016/j.quascirev.2017.08.012","2017","Bryan N. Shuman and Marc Serravezza","Shuman, B. N., & Serravezza, M. (2017). Patterns of hydroclimatic change in the Rocky Mountains and surrounding regions since the last glacial maximum. Quaternary Science Reviews, 173, 58–77. https://doi.org/10.1016/j.quascirev.2017.08.012"
"81","10.1016/j.yqres.2015.07.004","2015","Bryan N. Shuman and Paul Pribyl and Jacob Buettner","Shuman, B. N., Pribyl, P., & Buettner, J. (2015). Hydrologic changes in Colorado during the mid-Holocene and Younger Dryas. Quaternary Research, 84(2), 187–199. https://doi.org/10.1016/j.yqres.2015.07.004"
"82","10.1016/j.quascirev.2009.03.003","2009","Bryan Shuman and Anna K. Henderson and Steven M. Colman and Jeffery R. Stone and Sherilyn C. Fritz and Lora R. Stevens and Mitchell J. Power and Cathy Whitlock","Shuman, B., Henderson, A. K., Colman, S. M., Stone, J. R., Fritz, S. C., Stevens, L. R., et al. (2009). Holocene lake-level trends in the Rocky Mountains, U.S.A. Quaternary Science Reviews, 28(19–20), 1861–1879. https://doi.org/10.1016/j.quascirev.2009.03.003"
"83","Butzer, K.W., G.L. Isaac, J.L. Richardson and C.Washbourn-Kamau, 1972. Radiocarbon dating of east African lake levels.Science 175 : 1069-1076.","1972","Butzer","Butzer, K.W., G.L. Isaac, J.L. Richardson and C.Washbourn-Kamau, 1972. Radiocarbon dating of east African lake levels.Science 175 : 1069-1076."
"84","10.1016/j.quascirev.2016.04.012","2016","Byron A. Steinman and David P. Pompeani and Mark B. Abbott and Joseph D. Ortiz and Nathan D. Stansell and Matthew S. Finkenbinder and Lorita N. Mihindukulasooriya and Aubrey L. Hillman","Steinman, B. A., Pompeani, D. P., Abbott, M. B., Ortiz, J. D., Stansell, N. D., Finkenbinder, M. S., et al. (2016). Oxygen isotope records of Holocene climate variability in the Pacific Northwest. Quaternary Science Reviews, 142, 40–60. https://doi.org/10.1016/j.quascirev.2016.04.012"
"85","10.1016/j.epsl.2005.01.036","2005","C DYKOSKI and R EDWARDS and H CHENG and D YUAN and Y CAI and M ZHANG and Y LIN and J QING and Z AN and J REVENAUGH","DYKOSKI, C., EDWARDS, R., CHENG, H., YUAN, D., CAI, Y., ZHANG, M., et al. (2005). A high-resolution, absolute-dated Holocene and deglacial Asian monsoon record from Dongge Cave, China. Earth and Planetary Science Letters, 233(1–2), 71–86. https://doi.org/10.1016/j.epsl.2005.01.036"
"86","10.1088/1755-1315/9/1/012015","2010","C Fensterer and D Scholz and D Hoffmann and A Mangini and J M Paj{\'{o}}n","Fensterer, C., Scholz, D., Hoffmann, D., Mangini, A., & Pajón, J. M. (2010). 230Th/U-dating of a late Holocene low uranium speleothem from Cuba. IOP Conference Series: Earth and Environmental Science, 9, 012015. https://doi.org/10.1088/1755-1315/9/1/012015"
"87","10.1038/s41598-019-38626-3","2019","C. Barr and J. Tibby and M. J. Leng and J. J. Tyler and A. C. G. Henderson and J. T. Overpeck and G. L. Simpson and J. E. Cole and S. J. Phipps and J. C. Marshall and G. B. McGregor and Q. Hua and F. H. McRobie","Barr, C., Tibby, J., Leng, M. J., Tyler, J. J., Henderson, A. C. G., Overpeck, J. T., et al. (2019). Holocene El Niño–Southern Oscillation variability reflected in subtropical Australian precipitation. Scientific Reports, 9(1). https://doi.org/10.1038/s41598-019-38626-3"
"88","10.1016/j.quascirev.2012.05.007","2012","C. Gouramanis and J. Dodson and D. Wilkins and P. De Deckker and B.M. Chase","Gouramanis, C., Dodson, J., Wilkins, D., De Deckker, P., & Chase, B. M. (2012). Holocene palaeoclimate and sea level fluctuation recorded from the coastal Barker Swamp, Rottnest Island, south-western Western Australia. Quaternary Science Reviews, 54, 40–57. https://doi.org/10.1016/j.quascirev.2012.05.007"
"89","10.1126/science.203.4381.609","1979","C. J. Clausen and A. D. Cohen and Cesare Emiliani and J. A. Holman and J. J. Stipp","Clausen, C. J., Cohen, A. D., Emiliani, C., Holman, J. A., & Stipp, J. J. (1979). Little Salt Spring, Florida: A Unique Underwater Site. Science, 203(4381), 609–614. https://doi.org/10.1126/science.203.4381.609"
"90","10.1029/2020PA003936","2021","C. M. Chiessi and S. Mulitza and N. K. Taniguchi and M. Prange and M. C. Campos and C. Häggi and E. Schefu{\ss} and T. M. L. Pinho and T. Frederichs and R. C. Portilho-Ramos and S. H. M. Sousa and S. Crivellari and F. W. Cruz","Chiessi, C. M., Mulitza, S., Taniguchi, N. K., Prange, M., Campos, M. C., Häggi, C., et al. (2021). Mid‐ to Late Holocene Contraction of the Intertropical Convergence Zone Over Northeastern South America. Paleoceanography and Paleoclimatology, 36(4). https://doi.org/10.1029/2020pa003936"
"91","10.2307/633212","1979","C. Vance Haynes and Peter J. Mehringer and El Sayed Abbas Zaghloul","Haynes, C. V., Mehringer, P. J., & Zaghloul, E. S. A. (1979). Pluvial Lakes of North-Western Sudan. The Geographical Journal, 145(3), 437. https://doi.org/10.2307/633212"
"92","Calder, W.J., 2016. Interactions among climate change, wildfire, and vegetation shaping landscapes for the last 2000 years. Doctoral dissertation. University of Wyoming, Laramie, Wyoming, USA.","2016","Calder","Calder, W.J., 2016. Interactions among climate change, wildfire, and vegetation shaping landscapes for the last 2000 years. Doctoral dissertation. University of Wyoming, Laramie, Wyoming, USA."
"93","Callen, R.A., 1976.Tentative correlation of onshore and lacustrinestratigraphy, Lake Frome area. Bureau of Mines and Resources Journal of Australian Geology and Geophysics 1 : 248-250.","1986","Callen","Callen, R.A., 1976.Tentative correlation of onshore and lacustrinestratigraphy, Lake Frome area. Bureau of Mines and Resources Journal of Australian Geology and Geophysics 1 : 248-250."
"94","10.1002/jqs.886","2004","Camilla S. Andresen and Svante Björck and Ole Bennike and Gerard Bond","Andresen, C. S., Björck, S., Bennike, O., & Bond, G. (2004). Holocene climate changes in southern Greenland: evidence from lake sediments. Journal of Quaternary Science, 19(8), 783–795. https://doi.org/10.1002/jqs.886"
"95","10.1029/2011GL050722","2012","Camilo Ponton and Liviu Giosan and Tim I. Eglinton and Dorian Q. Fuller and Joel E. Johnson and Pushpendra Kumar and Tim S. Collett","Ponton, C., Giosan, L., Eglinton, T. I., Fuller, D. Q., Johnson, J. E., Kumar, P., & Collett, T. S. (2012). Holocene aridification of India. Geophysical Research Letters, 39(3), n/a-n/a. https://doi.org/10.1029/2011gl050722"
"96","10.1016/j.quascirev.2018.05.030","2018","Canfa Wang and James A. Bendle and Hongbin Zhang and Yi Yang and Deng Liu and Junhua Huang and Jingwei Cui and Shucheng Xie","Wang, C., Bendle, J. A., Zhang, H., Yang, Y., Liu, D., Huang, J., et al. (2018). Holocene temperature and hydrological changes reconstructed by bacterial 3-hydroxy fatty acids in a stalagmite from central China. Quaternary Science Reviews, 192, 97–105. https://doi.org/10.1016/j.quascirev.2018.05.030"
"97","Cao, X., Xu, Q., Jing, Z., Tang, J., Li, Y. and Tian, F., 2010. Holocene climate change and human impacts implied from the pollen records in Anyang, central China. Quaternary International, 227(1), pp.3-9.","2010","Cao","Cao, X., Xu, Q., Jing, Z., Tang, J., Li, Y. and Tian, F., 2010. Holocene climate change and human impacts implied from the pollen records in Anyang, central China. Quaternary International, 227(1), pp.3-9."
"98","Carcaud, N., Garcin, M., Visset, L., Musch, J. and Burnouf, J., 2002. Nouvelle lecture de l'evolution des paysages fluviaux a l'Holocene dans le bassin de la Loire moyenne. Les fleuves ont une histoire, paleo-environnement des rivieres et des lacs francais depuis, 15000 ans., Archeologie Aujourd'hui (pp.71-84), French.","2002","Carcaud","Carcaud, N., Garcin, M., Visset, L., Musch, J. and Burnouf, J., 2002. Nouvelle lecture de l'evolution des paysages fluviaux a l'Holocene dans le bassin de la Loire moyenne. Les fleuves ont une histoire, paleo-environnement des rivieres et des lacs francais depuis, 15000 ans., Archeologie Aujourd'hui (pp.71-84), French."
"99","10.1016/j.geomorph.2021.107896","2021","Carlo Mologni and Laurent Bruxelles and Mathieu Schuster and Gourguen Davtian and Cl{\'{e}}ment M{\'{e}}nard and Fran{\c{c}}ois Orange and C{\'{e}}cile Doubre and Jessie Cauliez and Haftom Berhane Taezaz and Marie Revel and Lamya Khalidi","Mologni, C., Bruxelles, L., Schuster, M., Davtian, G., Ménard, C., Orange, F., et al. (2021). Holocene East African monsoonal variations recorded in wave-dominated clastic paleo-shorelines of Lake Abhe, Central Afar region (Ethiopia &amp; Djibouti). Geomorphology, 391, 107896. https://doi.org/10.1016/j.geomorph.2021.107896"
"100","10.1016/j.quascirev.2018.05.025","2018","Carlos Rossi and Petra Bajo and Rafael P. Lozano and John Hellstrom","Rossi, C., Bajo, P., Lozano, R. P., & Hellstrom, J. (2018). Younger Dryas to Early Holocene paleoclimate in Cantabria (N Spain): Constraints from speleothem Mg, annual fluorescence banding and stable isotope records. Quaternary Science Reviews, 192, 71–85. https://doi.org/10.1016/j.quascirev.2018.05.025"
"101","10.1038/s41598-018-23606-w","2018","Carme Huguet and Joyanto Routh and Susanne Fietz and Mahjoor Ahmad Lone and M. S. Kalpana and Prosenjit Ghosh and Augusto Mangini and Vikash Kumar and Ravi Rangarajan","Huguet, C., Routh, J., Fietz, S., Lone, M. A., Kalpana, M. S., Ghosh, P., et al. (2018). Temperature and Monsoon Tango in a Tropical Stalagmite: Last Glacial-Interglacial Climate Dynamics. Scientific Reports, 8(1). https://doi.org/10.1038/s41598-018-23606-w"
